pathway	external_id	source	ensembl_ids
ADP signalling through P2Y purinoceptor 1	R-HSA-418592	Reactome	ENSG00000169860,ENSG00000162188,ENSG00000167083,ENSG00000069966,ENSG00000111664,ENSG00000176533,ENSG00000078369,ENSG00000168243,ENSG00000186469,ENSG00000112062,ENSG00000156052,ENSG00000060558,ENSG00000114450,ENSG00000174021,ENSG00000127588,ENSG00000172354,ENSG00000116711,ENSG00000242616,ENSG00000088256,ENSG00000172380,ENSG00000156049,ENSG00000127920,ENSG00000167414,ENSG00000127928
N-Glycan biosynthesis	N-Glycan biosynthesis	EHMN	ENSG00000095139,ENSG00000214160,ENSG00000172269,ENSG00000158623,ENSG00000120697,ENSG00000122218,ENSG00000089597,ENSG00000184432,ENSG00000000419,ENSG00000111885,ENSG00000158850,ENSG00000168282,ENSG00000177239,ENSG00000117411,ENSG00000073849,ENSG00000163902,ENSG00000172339,ENSG00000196547,ENSG00000158470,ENSG00000033011,ENSG00000129083,ENSG00000117643,ENSG00000244038,ENSG00000131446,ENSG00000086062,ENSG00000198162,ENSG00000105669,ENSG00000112893,ENSG00000152127,ENSG00000181789,ENSG00000163527,ENSG00000129562,ENSG00000161013,ENSG00000071073,ENSG00000182050,ENSG00000115275,ENSG00000033170,ENSG00000167130,ENSG00000118705,ENSG00000128268,ENSG00000134910,ENSG00000182858
O-Glycan biosynthesis	O-Glycan biosynthesis	EHMN	ENSG00000095139,ENSG00000184432,ENSG00000141429,ENSG00000178234,ENSG00000122218,ENSG00000158089,ENSG00000109586,ENSG00000185274,ENSG00000257594,ENSG00000130035,ENSG00000140297,ENSG00000130958,ENSG00000110328,ENSG00000008513,ENSG00000100626,ENSG00000110080,ENSG00000139629,ENSG00000102100,ENSG00000116704,ENSG00000129083,ENSG00000158623,ENSG00000187210,ENSG00000259075,ENSG00000143641,ENSG00000105669,ENSG00000198488,ENSG00000164574,ENSG00000070526,ENSG00000144278,ENSG00000136542,ENSG00000181789,ENSG00000131386,ENSG00000151079,ENSG00000119514,ENSG00000115339,ENSG00000182870,ENSG00000157350
Proteoglycan biosynthesis	Proteoglycan biosynthesis	EHMN	ENSG00000095139,ENSG00000184432,ENSG00000169826,ENSG00000122218,ENSG00000176022,ENSG00000122863,ENSG00000131873,ENSG00000103489,ENSG00000171310,ENSG00000015532,ENSG00000180767,ENSG00000033100,ENSG00000198108,ENSG00000027847,ENSG00000147408,ENSG00000129083,ENSG00000182197,ENSG00000111817,ENSG00000123989,ENSG00000158623,ENSG00000109956,ENSG00000149541,ENSG00000105669,ENSG00000162694,ENSG00000181789,ENSG00000112309,ENSG00000205060,ENSG00000151348,ENSG00000136213,ENSG00000147119
3-oxo-10R-octadecatrienoate beta-oxidation	3-oxo-10R-octadecatrienoate beta-oxidation	EHMN	ENSG00000138796,ENSG00000133835,ENSG00000104325,ENSG00000127884,ENSG00000138029,ENSG00000072506,ENSG00000113790,ENSG00000084754,ENSG00000167315,ENSG00000161533,ENSG00000169359
Androgen and estrogen biosynthesis and metabolism	Androgen and estrogen biosynthesis and metabolism	EHMN	ENSG00000244474,ENSG00000184432,ENSG00000095139,ENSG00000242515,ENSG00000282301,ENSG00000171234,ENSG00000160868,ENSG00000085871,ENSG00000109181,ENSG00000134716,ENSG00000117592,ENSG00000139155,ENSG00000213759,ENSG00000186526,ENSG00000117594,ENSG00000143198,ENSG00000186204,ENSG00000241635,ENSG00000277893,ENSG00000160870,ENSG00000105669,ENSG00000142973,ENSG00000176463,ENSG00000197408,ENSG00000145545,ENSG00000240224,ENSG00000084453,ENSG00000101846,ENSG00000103222,ENSG00000100652,ENSG00000176387,ENSG00000122787,ENSG00000005381,ENSG00000244122,ENSG00000160882,ENSG00000197446,ENSG00000167600,ENSG00000197448,ENSG00000140465,ENSG00000106258,ENSG00000156096,ENSG00000186160,ENSG00000006756,ENSG00000080511,ENSG00000157399,ENSG00000108242,ENSG00000186377,ENSG00000100577,ENSG00000121270,ENSG00000130649,ENSG00000122218,ENSG00000138061,ENSG00000113273,ENSG00000111700,ENSG00000149084,ENSG00000241119,ENSG00000138109,ENSG00000179142,ENSG00000181789,ENSG00000243135,ENSG00000135226,ENSG00000128039,ENSG00000138115,ENSG00000101187,ENSG00000100197,ENSG00000008394,ENSG00000137869,ENSG00000086696,ENSG00000140505,ENSG00000129083,ENSG00000021461,ENSG00000255974,ENSG00000196620,ENSG00000108846,ENSG00000137491,ENSG00000134538,ENSG00000197838,ENSG00000203859,ENSG00000203857,ENSG00000171903,ENSG00000187134,ENSG00000125257,ENSG00000158623,ENSG00000115705,ENSG00000197888,ENSG00000198077,ENSG00000167165
gluconeogenesis	PWY66-399	HumanCyc	ENSG00000105679,ENSG00000109107,ENSG00000111640,ENSG00000152254,ENSG00000111669,ENSG00000171314,ENSG00000130957,ENSG00000124253,ENSG00000102144,ENSG00000172331,ENSG00000100889,ENSG00000141349,ENSG00000170950,ENSG00000014641,ENSG00000131482,ENSG00000173599,ENSG00000111674,ENSG00000108515,ENSG00000164708,ENSG00000074800,ENSG00000136872,ENSG00000165140,ENSG00000149925,ENSG00000146701,ENSG00000105220
GABA shunt	GLUDEG-I-PWY	HumanCyc	ENSG00000182890,ENSG00000183044,ENSG00000128683,ENSG00000136750,ENSG00000135821,ENSG00000112294,ENSG00000148672
C21-steroid hormone biosynthesis and metabolism	C21-steroid hormone biosynthesis and metabolism	EHMN	ENSG00000095139,ENSG00000184432,ENSG00000130649,ENSG00000122218,ENSG00000138061,ENSG00000176387,ENSG00000122787,ENSG00000149084,ENSG00000160868,ENSG00000138109,ENSG00000160882,ENSG00000179142,ENSG00000197446,ENSG00000134716,ENSG00000197838,ENSG00000186526,ENSG00000117594,ENSG00000197408,ENSG00000140465,ENSG00000231852,ENSG00000106258,ENSG00000203859,ENSG00000203857,ENSG00000131748,ENSG00000171903,ENSG00000186160,ENSG00000115677,ENSG00000187134,ENSG00000080511,ENSG00000160179,ENSG00000158623,ENSG00000186377,ENSG00000138075,ENSG00000105669,ENSG00000142973,ENSG00000138115,ENSG00000143921,ENSG00000148795,ENSG00000160870,ENSG00000282301,ENSG00000186204,ENSG00000181789,ENSG00000015520,ENSG00000100197,ENSG00000108242,ENSG00000198077,ENSG00000140459,ENSG00000137869,ENSG00000167600,ENSG00000086696,ENSG00000135929,ENSG00000101846,ENSG00000141458,ENSG00000129083,ENSG00000021461,ENSG00000255974,ENSG00000140505
Packaging Of Telomere Ends	R-HSA-171306	Reactome	ENSG00000278637,ENSG00000197061,ENSG00000233822,ENSG00000180596,ENSG00000188486,ENSG00000275126,ENSG00000196866,ENSG00000234289,ENSG00000124635,ENSG00000128513,ENSG00000158406,ENSG00000278463,ENSG00000274641,ENSG00000275221,ENSG00000274290,ENSG00000275713,ENSG00000180573,ENSG00000147601,ENSG00000273542,ENSG00000196890,ENSG00000203812,ENSG00000184260,ENSG00000277224,ENSG00000197238,ENSG00000278588,ENSG00000278705,ENSG00000132604,ENSG00000274183,ENSG00000273802,ENSG00000158373,ENSG00000092330,ENSG00000270276,ENSG00000276966,ENSG00000102977,ENSG00000273703,ENSG00000197903,ENSG00000274618,ENSG00000272196,ENSG00000185130,ENSG00000277075,ENSG00000277157,ENSG00000164032,ENSG00000276410,ENSG00000168148,ENSG00000197837,ENSG00000166848,ENSG00000270882,ENSG00000146047,ENSG00000184678,ENSG00000276368,ENSG00000276180
Telomere Maintenance	R-HSA-157579	Reactome	ENSG00000164362,ENSG00000278637,ENSG00000197061,ENSG00000133119,ENSG00000270882,ENSG00000233822,ENSG00000101868,ENSG00000180596,ENSG00000188486,ENSG00000275126,ENSG00000196866,ENSG00000175792,ENSG00000234289,ENSG00000124635,ENSG00000128513,ENSG00000138346,ENSG00000014138,ENSG00000132383,ENSG00000278463,ENSG00000163918,ENSG00000035928,ENSG00000274641,ENSG00000275221,ENSG00000196890,ENSG00000274290,ENSG00000197837,ENSG00000273703,ENSG00000180573,ENSG00000166848,ENSG00000184678,ENSG00000147601,ENSG00000183207,ENSG00000203812,ENSG00000184260,ENSG00000168496,ENSG00000277224,ENSG00000197238,ENSG00000278588,ENSG00000158406,ENSG00000132604,ENSG00000106628,ENSG00000132646,ENSG00000274183,ENSG00000198056,ENSG00000273802,ENSG00000158373,ENSG00000092330,ENSG00000105486,ENSG00000270276,ENSG00000276966,ENSG00000273542,ENSG00000100823,ENSG00000276368,ENSG00000111445,ENSG00000177084,ENSG00000175482,ENSG00000197903,ENSG00000049541,ENSG00000274618,ENSG00000117748,ENSG00000272196,ENSG00000185130,ENSG00000277075,ENSG00000277157,ENSG00000164032,ENSG00000276410,ENSG00000168148,ENSG00000100479,ENSG00000145912,ENSG00000275713,ENSG00000146143,ENSG00000062822,ENSG00000278705,ENSG00000146047,ENSG00000130826,ENSG00000141499,ENSG00000102977,ENSG00000276180,ENSG00000077514,ENSG00000106399
Chromosome Maintenance	R-HSA-73886	Reactome	ENSG00000102054,ENSG00000278637,ENSG00000197061,ENSG00000105486,ENSG00000275126,ENSG00000273703,ENSG00000175792,ENSG00000145241,ENSG00000274641,ENSG00000102901,ENSG00000273542,ENSG00000137812,ENSG00000104147,ENSG00000185130,ENSG00000278705,ENSG00000158373,ENSG00000092330,ENSG00000180596,ENSG00000177084,ENSG00000196890,ENSG00000277224,ENSG00000164032,ENSG00000276410,ENSG00000166451,ENSG00000138092,ENSG00000035928,ENSG00000102977,ENSG00000276180,ENSG00000106399,ENSG00000124635,ENSG00000175279,ENSG00000133119,ENSG00000233822,ENSG00000123485,ENSG00000275221,ENSG00000274290,ENSG00000014138,ENSG00000129534,ENSG00000180573,ENSG00000151725,ENSG00000203812,ENSG00000117748,ENSG00000106628,ENSG00000274183,ENSG00000270276,ENSG00000276966,ENSG00000100479,ENSG00000278463,ENSG00000183207,ENSG00000131759,ENSG00000062822,ENSG00000130826,ENSG00000171094,ENSG00000163918,ENSG00000188312,ENSG00000158406,ENSG00000120334,ENSG00000196866,ENSG00000138346,ENSG00000031691,ENSG00000169689,ENSG00000100162,ENSG00000184260,ENSG00000278588,ENSG00000270882,ENSG00000132604,ENSG00000198056,ENSG00000273802,ENSG00000123219,ENSG00000115163,ENSG00000203760,ENSG00000197903,ENSG00000049541,ENSG00000274618,ENSG00000188486,ENSG00000181163,ENSG00000277157,ENSG00000102384,ENSG00000146143,ENSG00000184678,ENSG00000145912,ENSG00000164362,ENSG00000159055,ENSG00000101868,ENSG00000234289,ENSG00000128513,ENSG00000132383,ENSG00000197837,ENSG00000147601,ENSG00000168496,ENSG00000197238,ENSG00000162521,ENSG00000251503,ENSG00000132646,ENSG00000175482,ENSG00000100823,ENSG00000111445,ENSG00000142856,ENSG00000272196,ENSG00000277075,ENSG00000153044,ENSG00000168148,ENSG00000077514,ENSG00000275713,ENSG00000166848,ENSG00000146047,ENSG00000141499,ENSG00000276368
Glycerophospholipid metabolism	Glycerophospholipid metabolism	EHMN	ENSG00000095139,ENSG00000184432,ENSG00000072210,ENSG00000187714,ENSG00000138308,ENSG00000111666,ENSG00000117215,ENSG00000106384,ENSG00000167588,ENSG00000102780,ENSG00000102900,ENSG00000168970,ENSG00000062282,ENSG00000163624,ENSG00000117448,ENSG00000136267,ENSG00000198088,ENSG00000116711,ENSG00000105669,ENSG00000069764,ENSG00000111581,ENSG00000241878,ENSG00000268104,ENSG00000187021,ENSG00000111371,ENSG00000018510,ENSG00000147576,ENSG00000155189,ENSG00000170890,ENSG00000077044,ENSG00000030066,ENSG00000107798,ENSG00000182333,ENSG00000111275,ENSG00000119927,ENSG00000085662,ENSG00000112499,ENSG00000146070,ENSG00000105281,ENSG00000163002,ENSG00000069248,ENSG00000197375,ENSG00000103066,ENSG00000138079,ENSG00000145214,ENSG00000143552,ENSG00000139496,ENSG00000108559,ENSG00000149091,ENSG00000158786,ENSG00000075188,ENSG00000181789,ENSG00000175445,ENSG00000153933,ENSG00000169692,ENSG00000134294,ENSG00000143149,ENSG00000196475,ENSG00000138823,ENSG00000115665,ENSG00000155561,ENSG00000122218,ENSG00000115850,ENSG00000165449,ENSG00000266200,ENSG00000185000,ENSG00000102393,ENSG00000213398,ENSG00000101670,ENSG00000065357,ENSG00000158669,ENSG00000126883,ENSG00000164904,ENSG00000125450,ENSG00000100078,ENSG00000120253,ENSG00000129083,ENSG00000170266,ENSG00000058866,ENSG00000113569,ENSG00000102230,ENSG00000162407,ENSG00000175505,ENSG00000163521,ENSG00000124406,ENSG00000132182,ENSG00000006530,ENSG00000188784,ENSG00000168003,ENSG00000198814,ENSG00000136243,ENSG00000138750,ENSG00000093000,ENSG00000137124,ENSG00000188257,ENSG00000115159,ENSG00000115902,ENSG00000123739,ENSG00000081923,ENSG00000157680,ENSG00000139209,ENSG00000175535,ENSG00000166035,ENSG00000243708,ENSG00000067113,ENSG00000176454,ENSG00000095319,ENSG00000160216,ENSG00000206190,ENSG00000130876,ENSG00000101290,ENSG00000174327,ENSG00000274588,ENSG00000116906,ENSG00000110713,ENSG00000105499,ENSG00000133027,ENSG00000158623,ENSG00000108602,ENSG00000075651,ENSG00000124789,ENSG00000213024,ENSG00000143515,ENSG00000017483,ENSG00000134255,ENSG00000136872,ENSG00000153201,ENSG00000127472,ENSG00000087085,ENSG00000152779,ENSG00000129219,ENSG00000130270,ENSG00000204310,ENSG00000070748,ENSG00000021488
Glycosphingolipid biosynthesis - ganglioseries	Glycosphingolipid biosynthesis - ganglioseries	EHMN	ENSG00000170266,ENSG00000115525,ENSG00000111728,ENSG00000049860,ENSG00000136840,ENSG00000115850,ENSG00000158623,ENSG00000122218,ENSG00000008513,ENSG00000110080,ENSG00000184432,ENSG00000105669,ENSG00000235863,ENSG00000213614,ENSG00000095139,ENSG00000135454,ENSG00000163521,ENSG00000157350,ENSG00000128242,ENSG00000181789,ENSG00000129083
Glycosphingolipid biosynthesis - globoseries	Glycosphingolipid biosynthesis - globoseries	EHMN	ENSG00000174951,ENSG00000184432,ENSG00000172461,ENSG00000049860,ENSG00000158623,ENSG00000198951,ENSG00000102393,ENSG00000008513,ENSG00000110080,ENSG00000118276,ENSG00000122218,ENSG00000105669,ENSG00000213614,ENSG00000095139,ENSG00000157350,ENSG00000176920,ENSG00000181789,ENSG00000129083
Glycosphingolipid biosynthesis - lactoseries	Glycosphingolipid biosynthesis - lactoseries	EHMN	ENSG00000174951,ENSG00000126091,ENSG00000156413,ENSG00000175164,ENSG00000130383,ENSG00000171124,ENSG00000176920
Glycosphingolipid biosynthesis - neolactoseries	Glycosphingolipid biosynthesis - neolactoseries	EHMN	ENSG00000174951,ENSG00000111728,ENSG00000176920,ENSG00000174684,ENSG00000064225,ENSG00000158623,ENSG00000122218,ENSG00000184432,ENSG00000105669,ENSG00000175164,ENSG00000095139,ENSG00000170340,ENSG00000172461,ENSG00000181789,ENSG00000111846,ENSG00000129083
IL11	Pathway_IL11	NetPath	ENSG00000033800,ENSG00000162434,ENSG00000166501,ENSG00000102882,ENSG00000182511,ENSG00000100030,ENSG00000142208,ENSG00000096968,ENSG00000131788,ENSG00000168610,ENSG00000132155,ENSG00000154229,ENSG00000137070,ENSG00000115415,ENSG00000137154,ENSG00000104365,ENSG00000105647,ENSG00000134352,ENSG00000145675,ENSG00000095752,ENSG00000213341,ENSG00000173039,ENSG00000117676
Leukotriene metabolism	Leukotriene metabolism	EHMN	ENSG00000072210,ENSG00000186115,ENSG00000138796,ENSG00000160868,ENSG00000138029,ENSG00000186529,ENSG00000184227,ENSG00000134716,ENSG00000102900,ENSG00000187630,ENSG00000097021,ENSG00000186526,ENSG00000143198,ENSG00000186204,ENSG00000198088,ENSG00000106258,ENSG00000160870,ENSG00000142973,ENSG00000068366,ENSG00000111581,ENSG00000015413,ENSG00000133835,ENSG00000282301,ENSG00000171954,ENSG00000147576,ENSG00000012779,ENSG00000132182,ENSG00000072506,ENSG00000113790,ENSG00000030066,ENSG00000197446,ENSG00000198721,ENSG00000151726,ENSG00000111275,ENSG00000197448,ENSG00000163002,ENSG00000136881,ENSG00000140465,ENSG00000157326,ENSG00000069248,ENSG00000186160,ENSG00000060971,ENSG00000085871,ENSG00000123983,ENSG00000075188,ENSG00000143552,ENSG00000139496,ENSG00000225766,ENSG00000108559,ENSG00000140284,ENSG00000108242,ENSG00000186377,ENSG00000100577,ENSG00000137124,ENSG00000143149,ENSG00000205669,ENSG00000130649,ENSG00000138061,ENSG00000111700,ENSG00000138109,ENSG00000126883,ENSG00000164904,ENSG00000125450,ENSG00000155561,ENSG00000159228,ENSG00000136243,ENSG00000113569,ENSG00000138115,ENSG00000100197,ENSG00000008394,ENSG00000101473,ENSG00000120253,ENSG00000137869,ENSG00000138750,ENSG00000159231,ENSG00000140505,ENSG00000093000,ENSG00000021461,ENSG00000255974,ENSG00000127884,ENSG00000095319,ENSG00000134538,ENSG00000197838,ENSG00000168306,ENSG00000167315,ENSG00000197408,ENSG00000161533,ENSG00000171903,ENSG00000197142,ENSG00000110713,ENSG00000108602,ENSG00000185917,ENSG00000084754,ENSG00000242612,ENSG00000177465,ENSG00000124789,ENSG00000213024,ENSG00000119673,ENSG00000087008,ENSG00000198077,ENSG00000153201,ENSG00000164398,ENSG00000167600,ENSG00000102030
Linoleate metabolism	Linoleate metabolism	EHMN	ENSG00000021461,ENSG00000156096,ENSG00000130649,ENSG00000196620,ENSG00000244474,ENSG00000240224,ENSG00000138061,ENSG00000221968,ENSG00000138308,ENSG00000143819,ENSG00000282301,ENSG00000171234,ENSG00000197838,ENSG00000170890,ENSG00000073756,ENSG00000160868,ENSG00000241119,ENSG00000105499,ENSG00000168970,ENSG00000161905,ENSG00000244122,ENSG00000138109,ENSG00000123739,ENSG00000135226,ENSG00000109181,ENSG00000197446,ENSG00000134716,ENSG00000149485,ENSG00000167600,ENSG00000120915,ENSG00000213759,ENSG00000186526,ENSG00000198704,ENSG00000243135,ENSG00000137869,ENSG00000140465,ENSG00000106258,ENSG00000233276,ENSG00000186204,ENSG00000134824,ENSG00000171903,ENSG00000186160,ENSG00000241635,ENSG00000116157,ENSG00000167468,ENSG00000243708,ENSG00000116711,ENSG00000186377,ENSG00000160870,ENSG00000242515,ENSG00000142973,ENSG00000138115,ENSG00000211445,ENSG00000095303,ENSG00000197408,ENSG00000158786,ENSG00000069764,ENSG00000197888,ENSG00000100197,ENSG00000108242,ENSG00000198077,ENSG00000224586,ENSG00000188784,ENSG00000127472,ENSG00000167165,ENSG00000089057,ENSG00000117215,ENSG00000100078,ENSG00000140505,ENSG00000170482,ENSG00000255974,ENSG00000188257
Lipoate metabolism	Lipoate metabolism	EHMN	ENSG00000139514,ENSG00000165349,ENSG00000268104,ENSG00000138074,ENSG00000139209,ENSG00000003989,ENSG00000197375
Mono-unsaturated fatty acid beta-oxidation	Mono-unsaturated fatty acid beta-oxidation	EHMN	ENSG00000197142,ENSG00000196177,ENSG00000155368,ENSG00000068366,ENSG00000060971,ENSG00000138796,ENSG00000164398,ENSG00000151726,ENSG00000123983,ENSG00000161533,ENSG00000127884,ENSG00000115361,ENSG00000072506,ENSG00000113790,ENSG00000117054,ENSG00000133835,ENSG00000084754,ENSG00000167315,ENSG00000140284,ENSG00000138029,ENSG00000087008
Omega-3 fatty acid metabolism	Omega-3 fatty acid metabolism	EHMN	ENSG00000197142,ENSG00000068366,ENSG00000060971,ENSG00000149485,ENSG00000151726,ENSG00000221968,ENSG00000164398,ENSG00000123983,ENSG00000066322,ENSG00000087008,ENSG00000113790,ENSG00000133835,ENSG00000168306,ENSG00000161533,ENSG00000134824,ENSG00000140284
proline biosynthesis	PROSYN-PWY	HumanCyc	ENSG00000104524,ENSG00000059573,ENSG00000183010,ENSG00000143811
Phosphatidylinositol phosphate metabolism	Phosphatidylinositol phosphate metabolism	EHMN	ENSG00000095139,ENSG00000184432,ENSG00000186111,ENSG00000103502,ENSG00000122126,ENSG00000101333,ENSG00000102900,ENSG00000132958,ENSG00000086544,ENSG00000115556,ENSG00000069943,ENSG00000132376,ENSG00000149527,ENSG00000198088,ENSG00000149782,ENSG00000105669,ENSG00000114805,ENSG00000182621,ENSG00000111581,ENSG00000166908,ENSG00000107789,ENSG00000139144,ENSG00000137841,ENSG00000241973,ENSG00000137825,ENSG00000143772,ENSG00000214160,ENSG00000137700,ENSG00000119899,ENSG00000132182,ENSG00000135845,ENSG00000030066,ENSG00000163002,ENSG00000069248,ENSG00000161714,ENSG00000143398,ENSG00000150867,ENSG00000151665,ENSG00000121879,ENSG00000075188,ENSG00000143552,ENSG00000158865,ENSG00000139496,ENSG00000108559,ENSG00000143393,ENSG00000181789,ENSG00000105851,ENSG00000276293,ENSG00000133056,ENSG00000120253,ENSG00000165195,ENSG00000122218,ENSG00000011405,ENSG00000100564,ENSG00000051382,ENSG00000148384,ENSG00000102393,ENSG00000107242,ENSG00000198743,ENSG00000126883,ENSG00000125450,ENSG00000155561,ENSG00000129083,ENSG00000136243,ENSG00000113569,ENSG00000187091,ENSG00000108474,ENSG00000124406,ENSG00000138193,ENSG00000138750,ENSG00000093000,ENSG00000151093,ENSG00000078142,ENSG00000081923,ENSG00000110536,ENSG00000095319,ENSG00000151151,ENSG00000206190,ENSG00000171608,ENSG00000112293,ENSG00000110713,ENSG00000158623,ENSG00000075651,ENSG00000124789,ENSG00000137574,ENSG00000213024,ENSG00000143515,ENSG00000153201,ENSG00000129219,ENSG00000130270,ENSG00000151229
Highly sodium permeable acetylcholine nicotinic receptors	R-HSA-629587	Reactome	ENSG00000196811,ENSG00000135902,ENSG00000160716,ENSG00000117971,ENSG00000108556,ENSG00000080644,ENSG00000101204
Prostaglandin formation from dihomo gama-linoleic acid	Prostaglandin formation from dihomo gama-linoleic acid	EHMN	ENSG00000132182,ENSG00000073756,ENSG00000161905,ENSG00000095319,ENSG00000102900,ENSG00000164120,ENSG00000030066,ENSG00000163002,ENSG00000126883,ENSG00000069248,ENSG00000125450,ENSG00000155561,ENSG00000159228,ENSG00000110713,ENSG00000198088,ENSG00000136243,ENSG00000113569,ENSG00000185917,ENSG00000075188,ENSG00000143552,ENSG00000095303,ENSG00000124789,ENSG00000108559,ENSG00000213024,ENSG00000111581,ENSG00000153201,ENSG00000120253,ENSG00000138750,ENSG00000110958,ENSG00000139496,ENSG00000093000
Putative anti-Inflammatory metabolites formation from EPA	Putative anti-Inflammatory metabolites formation from EPA	EHMN	ENSG00000113569,ENSG00000186115,ENSG00000012779,ENSG00000132182,ENSG00000073756,ENSG00000161905,ENSG00000095319,ENSG00000186529,ENSG00000102900,ENSG00000187630,ENSG00000120915,ENSG00000030066,ENSG00000163002,ENSG00000274276,ENSG00000157326,ENSG00000069248,ENSG00000125450,ENSG00000155561,ENSG00000159228,ENSG00000185917,ENSG00000198088,ENSG00000168306,ENSG00000136243,ENSG00000110713,ENSG00000225766,ENSG00000075188,ENSG00000143552,ENSG00000126883,ENSG00000095303,ENSG00000143819,ENSG00000108559,ENSG00000213024,ENSG00000111581,ENSG00000153201,ENSG00000120253,ENSG00000160200,ENSG00000138750,ENSG00000159231,ENSG00000110958,ENSG00000171954,ENSG00000139496,ENSG00000093000,ENSG00000124789
