pathway	source	metabolites
Vitamin A and Carotenoid Metabolism	Wikipathways	kegg:C08583,kegg:C02110,kegg:C00376,kegg:C02094,kegg:C08614,kegg:C02075,kegg:C05432,kegg:C05433,kegg:C16678,kegg:C08590,kegg:C00899,kegg:C08580,kegg:C15493,kegg:C08601,kegg:C16681,kegg:C06098,kegg:C00473,kegg:C15492,kegg:C00777,kegg:C05443,kegg:C16682
Serotonin HTR1 Group and FOS Pathway	Wikipathways	kegg:C00780,kegg:C01245,kegg:C00076
Monoamine Transport	Wikipathways	kegg:C07572,kegg:C00334,kegg:C02012,kegg:C03758,kegg:C00078,kegg:C00788,kegg:C05151,chebi:42334,kegg:C06539,kegg:C00547,chebi:46755,kegg:C00780,kegg:C11281
Serotonin Receptor 2 and ELK-SRF-GATA4 signaling	Wikipathways	kegg:C00780,kegg:C01245,kegg:C00076
Serotonin Receptor 2 and STAT3 Signaling	Wikipathways	kegg:C00780
Serotonin Receptor 4-6-7 and NR3C Signaling	Wikipathways	kegg:C00780,kegg:C00575
TCA Cycle	Wikipathways	kegg:C00011,kegg:C00158,kegg:C00010,kegg:C00036,kegg:C00035,kegg:C00311,chebi:64183,kegg:C00042,kegg:C00417,kegg:C00044,kegg:C00122,kegg:C00149,kegg:C00008,kegg:C00009,kegg:C00006,kegg:C00024,kegg:C00004,kegg:C00005,kegg:C00002,kegg:C00003,kegg:C00026,kegg:C00001,kegg:C00091,kegg:C11378
Nucleotide GPCRs	Wikipathways	kegg:C00147,kegg:C00212
Prostaglandin Synthesis and Regulation	Wikipathways	kegg:C00076,kegg:C04707,kegg:C01312,kegg:C04741,kegg:C00410,kegg:C02198,kegg:C00219,kegg:C00639,kegg:C00735
role of ran in mitotic spindle regulation	BioCarta	kegg:C00044,kegg:C00035
classical complement pathway	BioCarta	kegg:C00076,kegg:C00305
cardiac protection against ros	BioCarta	kegg:C00238,kegg:C13729,chebi:51913,kegg:C00002,kegg:C00027,kegg:D05866,kegg:C00001,kegg:C11697,kegg:C06949,kegg:C07825
Classical antibody-mediated complement activation	Reactome	kegg:D03058,kegg:D02597,chebi:36700,kegg:D02598,kegg:C00076,kegg:D03257,kegg:D05251,kegg:D03455,kegg:D08621,kegg:D03639,kegg:D02994
regulation of pgc-1a	BioCarta	kegg:C00076
multi-drug resistance factors	BioCarta	kegg:C00051,kegg:C00157
wnt signaling pathway	BioCarta	kegg:D03918
transcription factor creb and its extracellular signals	BioCarta	kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00076,kegg:C00575
regulation of ck1/cdk5 by type 1 glutamate receptors	BioCarta	kegg:C03758,kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00076,kegg:C00575,kegg:C19201
Ligand-dependent caspase activation	Reactome	kegg:C00338,chebi:67208
adp-ribosylation factor	BioCarta	kegg:C00044,kegg:C00035
polyadenylation of mrna	BioCarta	kegg:C00008,kegg:C00002
sumoylation by ranbp2 regulates transcriptional repression	BioCarta	kegg:C00044
erythropoietin mediated neuroprotection through nf-kb	BioCarta	kegg:D03231,kegg:D03651
estrogen responsive protein efp controls cell cycle and breast tumors growth	BioCarta	kegg:C07620
Mitochondrial tRNA aminoacylation	Reactome	kegg:C02702,kegg:C02412,kegg:C00009,kegg:C02992,kegg:C02554,kegg:C01931,kegg:C01653,kegg:C01647,kegg:C00037,kegg:C02988,kegg:C01637,kegg:C02839,kegg:C00123,kegg:C01650,kegg:C00886,kegg:C01640,kegg:C01638,kegg:C02553,kegg:C00001,kegg:C02987,kegg:C02163,kegg:C01644,kegg:C02984,kegg:C00073,kegg:C00062,kegg:C00047,kegg:C01636,kegg:C01648,kegg:C00025,kegg:C02282,kegg:C01641,kegg:C00078,kegg:C00002,kegg:C03127,kegg:C00013,kegg:C00305,kegg:C01645,kegg:C02047,kegg:C00787,kegg:C01649,kegg:C00135,kegg:C03125,kegg:C01642,kegg:C03512,kegg:C00079,kegg:C00065,kegg:C01635,kegg:C03511,kegg:C00020,kegg:C01646,kegg:C02430,kegg:C00183,kegg:C00041,kegg:C00097,kegg:C00152,kegg:C01643,kegg:C01651,kegg:C00064,kegg:C00188,kegg:C01652,kegg:C00407,kegg:C00148,kegg:C03402,kegg:C00082,kegg:C01639,kegg:C00049
tRNA Aminoacylation	Reactome	kegg:C02702,kegg:C02412,kegg:C00065,kegg:C00009,kegg:C02992,kegg:C02554,kegg:C01931,kegg:C01635,kegg:C00064,kegg:C00037,kegg:C02988,kegg:C01637,kegg:C00123,kegg:C01650,kegg:C00886,kegg:C01640,kegg:C00787,kegg:C02553,kegg:C00001,kegg:C02987,kegg:C02163,kegg:C01644,kegg:C02984,kegg:C00073,kegg:C00062,kegg:C00047,kegg:C01636,kegg:C01648,kegg:C00025,kegg:C02282,kegg:C01641,kegg:C01638,kegg:C00078,kegg:C03125,kegg:C00013,kegg:C00305,kegg:C01645,kegg:C01647,kegg:C02047,kegg:C01649,kegg:C00135,kegg:C01642,kegg:C03512,kegg:C00079,kegg:C02839,kegg:C01653,kegg:C03511,kegg:C00020,kegg:C01646,kegg:C02430,kegg:C00183,kegg:C01651,kegg:C00097,kegg:C00041,kegg:C00152,kegg:C01643,kegg:C00002,kegg:C00188,kegg:C01652,kegg:C00407,kegg:C00148,kegg:C03402,kegg:C00082,kegg:C01639,kegg:C00049,kegg:C03127
Signal transduction by L1	Reactome	kegg:C00044,kegg:C00008,kegg:C00002,kegg:C00035
regulation of eif-4e and p70s6 kinase	BioCarta	kegg:C15181,kegg:C07909
lectin induced complement pathway	BioCarta	kegg:C00076,kegg:C00305
melanocyte development and pigmentation pathway	BioCarta	kegg:C00044,kegg:C00035
tnfr2 signaling pathway	BioCarta	kegg:C07897
ifn gamma signaling pathway	BioCarta	kegg:D00747
nitric oxide signaling pathway	BioCarta	kegg:C00533,kegg:C00327,kegg:C00302,kegg:C00062,kegg:C00076
Facilitative Na+-independent glucose transporters	Reactome	kegg:C00095,kegg:C00366,kegg:C00002,kegg:C00267,kegg:C10906,kegg:C00124
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling	BioCarta	kegg:C00044,kegg:C00035,kegg:C00076
stathmin and breast cancer resistance to antimicrotubule agents	BioCarta	kegg:C00044,kegg:C00076
basic mechanism of action of ppara pparb(d) and pparg and effects on gene expression	BioCarta	kegg:C00162
il-2 receptor beta chain in t cell activation	BioCarta	kegg:C00044,kegg:C00035
endocytotic role of ndk phosphins and dynamin	BioCarta	kegg:C00008,kegg:C00002,kegg:C00076
tpo signaling pathway	BioCarta	kegg:C00044,kegg:C00035,kegg:C00076
pelp1 modulation of estrogen receptor activity	BioCarta	kegg:C07620
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	Reactome	kegg:C00001,kegg:C00013
downregulated of mta-3 in er-negative breast tumors	BioCarta	kegg:C00010,kegg:C07620
EPHA-mediated growth cone collapse	Reactome	kegg:C00044,kegg:C00008,kegg:C00002,kegg:C00035,kegg:C00305
corticosteroids and cardioprotection	BioCarta	kegg:C04741,kegg:C09076,kegg:C00533,kegg:C00062,kegg:C00044,kegg:C00327,kegg:C00035,kegg:C00076
reversal of insulin resistance by leptin	BioCarta	kegg:C00083,kegg:C00024
PI3K/AKT activation	Reactome	kegg:C04637,kegg:C00008,kegg:C00009,kegg:C00925,kegg:D05338,kegg:C00002,kegg:C19610,kegg:C00034,kegg:D03065,kegg:C00001,kegg:C05981,kegg:C00305
ca-calmodulin-dependent protein kinase activation	BioCarta	kegg:C00076
role of mef2d in t-cell apoptosis	BioCarta	kegg:C00076
fc epsilon receptor i signaling in mast cells	BioCarta	kegg:C00076
pdgf signaling pathway	BioCarta	kegg:C00044,kegg:C00035,kegg:C00076
phospholipids as signalling intermediaries	BioCarta	kegg:C00238,kegg:C00550,kegg:C06124,kegg:C05151,kegg:C00044,kegg:C00035,kegg:C00319
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	kegg:C00008,kegg:C04637,kegg:C01245,kegg:C00641,kegg:C00002,kegg:C00076,kegg:C05981,kegg:C00003
nicotine degradation IV	HumanCyc	pubchem-compound:23615202,pubchem-compound:435,kegg:C00005,pubchem-compound:4615299,pubchem-compound:25203099,kegg:C00015,kegg:C00001,chebi:66942,kegg:C00067,kegg:C00019,pubchem-compound:92223,pubchem-compound:4394792,kegg:C00745,pubchem-compound:181139,kegg:C00218,chebi:68641,kegg:C00021,kegg:C00080,pubchem-compound:25203426,chebi:66878,kegg:C00007,pubchem-compound:25245599,kegg:C00167,pubchem-compound:23615293,kegg:C00006,pubchem-compound:68107,kegg:C11360,kegg:C00027
segmentation clock	BioCarta	kegg:D03918
phospholipase c delta in phospholipid associated cell signaling	BioCarta	kegg:C00076
Type II Na+/Pi cotransporters	Reactome	kegg:C00009,kegg:C01293,kegg:C01330
extrinsic prothrombin activation pathway	BioCarta	kegg:C00076,kegg:D03918,kegg:C03378
ion channels and their functional role in vascular endothelium	BioCarta	kegg:C00942,kegg:C04741,kegg:C09076,kegg:C00533,kegg:C00062,kegg:C00002,kegg:C00044,kegg:C00327,kegg:C00035,kegg:C00076,kegg:C00575
il-10 anti-inflammatory signaling pathway	BioCarta	kegg:C00486,kegg:C00032,kegg:C00011,kegg:C00500
acetylation and deacetylation of rela in nucleus	BioCarta	chebi:46024
signal dependent regulation of myogenesis by corepressor mitr	BioCarta	kegg:C00076
Ligand-independent caspase activation via DCC	Reactome	kegg:C00008,kegg:C00002
Caspase activation via extrinsic apoptotic signalig pathway	Reactome	kegg:C00008,kegg:C00002,kegg:C00338,chebi:67208
regulation of bad phosphorylation	BioCarta	kegg:C09076,kegg:C00195,kegg:C15181,kegg:C00575
Gluconeogenesis	Reactome	kegg:C00009,kegg:C00018,kegg:C00197,kegg:C00011,kegg:C00044,kegg:C00026,kegg:C00085,kegg:C00001,kegg:C00022,kegg:C00120,kegg:C00004,kegg:C00003,kegg:C00025,kegg:C00118,kegg:C00034,kegg:C00305,kegg:C00665,kegg:C00080,kegg:C00008,kegg:C00236,kegg:C00024,kegg:C00668,kegg:C00035,kegg:C00158,kegg:C00020,kegg:C00074,kegg:C00354,kegg:C00036,kegg:C00002,kegg:C00149,kegg:C00631,kegg:C00049,kegg:C00111,kegg:C19610
MHC class II antigen presentation	Reactome	kegg:C00044,kegg:C00009,kegg:C00035
how does salmonella hijack a cell	BioCarta	kegg:C00044,kegg:C00035
the information processing pathway at the ifn beta enhancer	BioCarta	kegg:D00746
vegf hypoxia and angiogenesis	BioCarta	kegg:C00533,kegg:C00062,kegg:C00044,kegg:C00327,kegg:C00035,kegg:C00076
activation of csk by camp-dependent protein kinase inhibits signaling through the t cell receptor	BioCarta	kegg:C04741,kegg:C09076,kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00575
Cytosolic sulfonation of small molecules	Reactome	kegg:C00009,kegg:C00870,chebi:35421,chebi:32635,kegg:C01953,kegg:C00001,kegg:C06804,kegg:C00008,kegg:C08357,kegg:C00059,kegg:C03758,chebi:35422,kegg:C15610,chebi:32701,chebi:35430,kegg:C03954,kegg:C00224,kegg:C03622,chebi:35419,kegg:C02538,kegg:C07639,kegg:C00080,kegg:C00951,kegg:C18043,kegg:C13690,kegg:C03990,kegg:C00468,kegg:C02592,kegg:C04555,kegg:C00053,kegg:C00013,kegg:C00146,kegg:C00187,chebi:35424,kegg:C00020,chebi:35431,kegg:C00054,kegg:C03642,kegg:C02180,chebi:35432,kegg:C00002,kegg:C01227,kegg:C18044
signal transduction through il1r	BioCarta	kegg:D00746,kegg:D02934
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	BioCarta	kegg:C11238,kegg:C05151,kegg:C00076
Pyrimidine catabolism	Reactome	kegg:C00009,kegg:C00239,kegg:C00011,kegg:C00005,kegg:C00105,kegg:C00001,kegg:C00022,kegg:C00364,kegg:C01368,kegg:C00178,kegg:C00526,kegg:C00106,kegg:C05100,kegg:C00305,kegg:C00214,kegg:C00080,kegg:C00008,kegg:C00016,kegg:C00061,kegg:C00881,kegg:C01342,kegg:C00038,kegg:C00475,chebi:46322,kegg:C02642,kegg:C03031,kegg:C00349,kegg:C00006,kegg:C00041,kegg:C01205,kegg:C00429,kegg:C00672,kegg:C00620,kegg:C00055,kegg:C00906,kegg:C00299,kegg:C00365,kegg:C00222,kegg:C00099
RNA Polymerase I Promoter Clearance	Reactome	kegg:C00010,kegg:C00002,kegg:C02967,kegg:C00024
XBP1(S) activates chaperone genes	Reactome	kegg:C00008,kegg:C00002,kegg:C00001,kegg:C00013
Dectin-2 family	Reactome	kegg:C00008,kegg:C00002,kegg:C00464,chebi:82624
agrin in postsynaptic differentiation	BioCarta	kegg:C00044,kegg:C00035
effects of calcineurin in keratinocyte differentiation	BioCarta	kegg:C01375,kegg:C00076,kegg:C05086
Deadenylation of mRNA	Reactome	kegg:C00020,kegg:C00001,chebi:33699
eicosanoid metabolism	BioCarta	kegg:C00909,kegg:C00427,kegg:C00865,kegg:C00696,kegg:C00219,kegg:C05952,kegg:C01312,kegg:C05951,kegg:C00584
rho-selective guanine exchange factor akap13 mediates stress fiber formation	BioCarta	kegg:C00044,kegg:C00035,kegg:C00575
tgf beta signaling pathway	BioCarta	kegg:D03918
nfkb activation by nontypeable hemophilus influenzae	BioCarta	kegg:C15643
chrebp regulation by carbohydrates and camp	BioCarta	kegg:C00031,kegg:C00040,kegg:C04741,kegg:C09076,kegg:C00044,kegg:C00010,kegg:C00002,kegg:C00162,kegg:C00035,kegg:C00575,kegg:C00013,kegg:C00020
nfat and hypertrophy of the heart 	BioCarta	kegg:C00044,kegg:C00035,kegg:C01375,kegg:C00076,kegg:C05086
thrombin signaling and protease-activated receptors	BioCarta	kegg:C00044,kegg:C00035,kegg:C00076
Estrogen biosynthesis	Reactome	kegg:C00080,kegg:C00951,kegg:C00535,kegg:C00058,kegg:C00006,kegg:C00007,kegg:C00468,kegg:C00005,kegg:C00280,kegg:C00001
growth hormone signaling pathway	BioCarta	kegg:C00076
Conjugation of salicylate with glycine	Reactome	chebi:32587,kegg:C00805,kegg:C00037,kegg:C00010,kegg:C00002,kegg:C00013,kegg:C07588,kegg:C00020
Nonsense-Mediated Decay (NMD)	Reactome	kegg:C00008,kegg:C00066,kegg:C00002,kegg:C00035
Glucose metabolism	Reactome	kegg:C00026,kegg:C00009,kegg:C00018,kegg:C00011,kegg:C00044,kegg:C00149,kegg:C00076,kegg:C00085,kegg:C00015,kegg:C00001,kegg:C00103,kegg:C19610,kegg:C00022,kegg:C00025,kegg:C00004,kegg:C00029,kegg:C00120,kegg:C00118,kegg:C00034,kegg:C00305,kegg:C00197,kegg:C00080,kegg:C00008,kegg:C00105,kegg:C00236,kegg:C00024,kegg:C00668,kegg:C00158,kegg:C00035,kegg:C00003,kegg:C00575,kegg:C00020,kegg:C00074,kegg:C00238,kegg:C00354,kegg:C00036,kegg:C00002,kegg:C00267,kegg:C00075,kegg:C00013,kegg:C00631,kegg:C00665,kegg:C00111,kegg:C00049
map kinase inactivation of smrt corepressor	BioCarta	kegg:C00044,kegg:C00035
APC/C-mediated degradation of cell cycle proteins	Reactome	kegg:C00008,kegg:C00002,kegg:C00001,kegg:C00013
Regulation of mitotic cell cycle	Reactome	kegg:C00008,kegg:C00002,kegg:C00001,kegg:C00013
Cell Cycle, Mitotic	Reactome	kegg:C00009,kegg:C00055,kegg:C00011,kegg:C00063,kegg:C00044,kegg:C00023,kegg:C00026,kegg:C00076,kegg:C00144,kegg:C00008,kegg:C00001,kegg:C00019,kegg:C00021,kegg:C00042,kegg:C00007,kegg:C00105,kegg:C00024,kegg:C00013,kegg:C00020,kegg:C00131,kegg:C00458,kegg:C00067,kegg:C00416,kegg:C00010,kegg:C00002,kegg:C00165,kegg:C00075,kegg:C00286,kegg:C00459
Cell Cycle	Reactome	kegg:C00009,kegg:C00055,kegg:C00011,kegg:C00063,kegg:C00044,kegg:C00023,kegg:C00026,kegg:C00076,kegg:C00001,kegg:C00008,kegg:C00067,kegg:C00019,kegg:C00419,kegg:C00021,kegg:C00042,kegg:C00144,kegg:C00007,kegg:C00105,kegg:C00024,kegg:C00013,kegg:C00020,kegg:C00131,kegg:C00458,kegg:C00434,kegg:C00416,kegg:C00010,kegg:C00002,kegg:C00165,kegg:C00075,kegg:C00286,kegg:C00038,kegg:C00459
protein kinase a at the centrosome	BioCarta	kegg:C00162
multi-step regulation of transcription by pitx2	BioCarta	kegg:D03918
carm1 and regulation of the estrogen receptor	BioCarta	kegg:C07620
sprouty regulation of tyrosine kinase signals	BioCarta	kegg:C07625,kegg:C00044,kegg:C01591,kegg:C00035
no2-dependent il-12 pathway in nk cells	BioCarta	kegg:C00533,kegg:C00327,kegg:D00747,kegg:C00062
Acetylation	Reactome	kegg:C00568,kegg:C02518,kegg:D05947,chebi:63817,kegg:C16365,kegg:C00024,kegg:C00010,kegg:C13747,kegg:C07458,kegg:C07054,kegg:C07585,kegg:C03621,chebi:63815,kegg:C03622
deregulation of cdk5 in alzheimers disease	BioCarta	kegg:C00076
phosphoinositides and their downstream targets	BioCarta	kegg:C00076
stress induction of hsp regulation	BioCarta	kegg:C00051
fmlp induced chemokine gene expression in hmc-1 cells	BioCarta	chebi:77954,kegg:C11238,kegg:C00076
cbl mediated ligand-induced downregulation of egf receptors pathway	BioCarta	kegg:C07625,kegg:C01591
mets affect on macrophage differentiation	BioCarta	kegg:C00044,kegg:C00035
skeletal muscle hypertrophy is regulated via akt-mtor pathway	BioCarta	kegg:C00044,kegg:C00035,kegg:C07909
anthrax toxin mechanism of action	BioCarta	kegg:C00002,kegg:C00575
-arrestins in gpcr desensitization	BioCarta	kegg:C00044,kegg:C09076,kegg:C00035,kegg:C04741
mRNA decay by 3, to 5, exoribonuclease	Reactome	kegg:C00144,chebi:33699,kegg:C03998,chebi:33697,kegg:C00105,kegg:C00020,kegg:C00001,kegg:C00055
trka receptor signaling pathway	BioCarta	kegg:C00076
Fructose catabolism	Reactome	kegg:C00008,kegg:C00095,kegg:C00118,kegg:C00577,kegg:C00002,kegg:C10906,kegg:C01094,kegg:C00111,kegg:C00305
Ficolins bind to repetitive carbohydrate structures on the target cell surface	Reactome	kegg:C03525,kegg:C03878,kegg:C00140,kegg:C06042,chebi:28847,kegg:C00076,kegg:C00965,kegg:C03136
Lectin pathway of complement activation	Reactome	kegg:C03525,kegg:C03878,kegg:C00140,kegg:C06042,chebi:28847,kegg:C00076,kegg:C00965,kegg:C03136
Creation of C4 and C2 activators	Reactome	kegg:D03058,kegg:C03525,kegg:D02597,chebi:36700,kegg:C03878,kegg:C00140,kegg:C06042,chebi:28847,kegg:D03257,kegg:C00076,kegg:C00965,kegg:D02598,kegg:C03136,kegg:D05251,kegg:D03455,kegg:D08621,kegg:D03639,kegg:D02994
Initial triggering of complement	Reactome	kegg:D03058,kegg:C03525,kegg:D02597,chebi:36700,kegg:C03878,kegg:D03455,kegg:C00140,kegg:C06042,chebi:28847,kegg:D03257,kegg:C00076,kegg:C00965,kegg:D02598,kegg:C03136,kegg:D05251,kegg:C00001,kegg:D08621,kegg:D03639,kegg:D02994
ifn alpha signaling pathway	BioCarta	kegg:D00746
the igf-1 receptor and longevity	BioCarta	kegg:C00044,kegg:C00035
double stranded rna induced gene expression	BioCarta	kegg:D00746
bcr signaling pathway	BioCarta	kegg:C00044,kegg:C00035,kegg:C00076
intrinsic prothrombin activation pathway	BioCarta	kegg:C03101,kegg:C00076,kegg:D03918,kegg:D02958
overview of telomerase protein component gene htert transcriptional regulation	BioCarta	kegg:C07620
bone remodeling	BioCarta	kegg:D00746
calcium signaling by hbx of hepatitis b virus	BioCarta	kegg:C09561,kegg:C00044,kegg:C06684,kegg:C00076,kegg:C05086,kegg:C00035
erk1/erk2 mapk signaling pathway	BioCarta	chebi:77954
Activation of BAD and translocation to mitochondria 	Reactome	kegg:C00009,kegg:C00008,kegg:C00002,kegg:C00001
role of erbb2 in signal transduction and oncology	BioCarta	kegg:C00044,kegg:C00035
activation of camp-dependent protein kinase pka	BioCarta	kegg:C04741,kegg:C09076,kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00575
keratinocyte differentiation	BioCarta	kegg:C00044,kegg:D02837,kegg:C00035,kegg:C00076,kegg:D06070
Galactose catabolism	Reactome	kegg:C00008,kegg:C00446,kegg:C00668,kegg:C00002,kegg:C00052,kegg:C00029,kegg:C00103,kegg:C00124,kegg:C00305,kegg:C00003
HIV Infection	Reactome	kegg:C00008,kegg:C00458,kegg:C00009,kegg:C02593,kegg:C00286,kegg:C00063,kegg:C00044,kegg:C00010,kegg:C00002,kegg:C00035,kegg:C00075,kegg:C00013,kegg:C00131,kegg:C00001,kegg:C00014,kegg:C00459
Complement cascade	Reactome	kegg:D03058,kegg:C03525,kegg:D08621,kegg:D02597,chebi:36700,kegg:C03878,kegg:D03455,kegg:C00140,kegg:C06042,chebi:28847,kegg:D03257,kegg:C00076,kegg:C00965,kegg:D02598,kegg:C03136,kegg:D05251,kegg:C00001,chebi:24505,kegg:D03639,kegg:D02994
Digestion of dietary carbohydrate	Reactome	kegg:C02049,kegg:C00095,kegg:C00089,kegg:C01083,kegg:C01835,kegg:C00208,kegg:C00317,kegg:C00718,kegg:C00252,kegg:C00267,kegg:C10906,kegg:C00243,kegg:D05349,kegg:C00001,kegg:C00124
Methylation	Reactome	kegg:C00009,kegg:C00212,kegg:C00005,chebi:63797,kegg:C00928,kegg:C00016,kegg:C00001,kegg:C00067,kegg:C00019,kegg:C06453,kegg:C00007,kegg:C00021,kegg:C00305,kegg:C00080,kegg:C02380,kegg:C00853,kegg:C00061,chebi:63861,kegg:C02724,kegg:C16614,kegg:C00013,kegg:C00003,kegg:C00038,kegg:C00238,kegg:C00073,kegg:C00006,kegg:C00002,kegg:C00747,kegg:C00230,kegg:C05330
hemoglobins chaperone	BioCarta	kegg:C00007,kegg:C00032,kegg:C00037
Na+-dependent glucose transporters	Reactome	kegg:C00124,kegg:C00159,kegg:C00267,kegg:C01330
mRNA decay by 5, to 3, exoribonuclease	Reactome	kegg:C00144,chebi:33699,kegg:C00105,chebi:20794,kegg:C00020,kegg:C00001,kegg:C00055
Deadenylation-dependent mRNA decay	Reactome	kegg:C00144,kegg:C00105,chebi:33699,kegg:C03998,chebi:33697,chebi:20794,kegg:C00020,kegg:C00001,kegg:C00055
Conjugation of carboxylic acids	Reactome	chebi:32587,kegg:C00805,kegg:C00582,kegg:C00180,kegg:C01586,kegg:C00064,kegg:C00037,kegg:C00010,kegg:C00002,kegg:C00548,kegg:C00512,kegg:C07588,kegg:C00013,kegg:C00020,kegg:C04148
Amino Acid conjugation	Reactome	chebi:32587,kegg:C00805,kegg:C00582,kegg:C00180,kegg:C01586,kegg:C00064,kegg:C00037,kegg:C00010,kegg:C00002,kegg:C00548,kegg:C00512,kegg:C07588,kegg:C00013,kegg:C00020,kegg:C04148
Purine nucleotides nucleosides metabolism	INOH	kegg:C00942,kegg:C00009,kegg:C00655,kegg:C00234,kegg:C04640,kegg:C04051,kegg:C00035,kegg:C03794,kegg:C00011,kegg:C00005,kegg:C00044,kegg:C04751,kegg:C00343,kegg:C00119,kegg:C04823,kegg:C03090,kegg:C00001,kegg:C00206,kegg:C00361,kegg:C00053,kegg:C04376,kegg:C01345,kegg:C00504,kegg:C00262,kegg:C00330,kegg:C00022,kegg:C00004,kegg:C00002,kegg:C00003,kegg:C00025,kegg:C01762,kegg:C00117,kegg:C00224,kegg:C00362,kegg:C00603,kegg:C03373,kegg:C00101,kegg:C00144,kegg:C00360,kegg:C00027,kegg:C00007,kegg:C00301,kegg:C00342,kegg:C00387,kegg:C00499,kegg:C00385,kegg:C00122,kegg:C00366,kegg:C04392,kegg:C00081,kegg:C00013,kegg:C00037,kegg:C00575,kegg:C00294,kegg:C00020,kegg:C00074,kegg:C01344,kegg:C06196,kegg:C00700,kegg:C00242,kegg:C04677,kegg:C00147,kegg:C00006,kegg:C00672,kegg:C04734,kegg:C00559,kegg:C00086,kegg:C00014,kegg:C03838,kegg:C05512,kegg:C00064,kegg:C01261,kegg:C00104,kegg:C00130,kegg:C00286,kegg:C00131,kegg:C00008,kegg:C00059,kegg:C04895,kegg:C00049
putrescine biosynthesis II	HumanCyc	kegg:C00080,kegg:C00062,kegg:C00134,kegg:C00086,kegg:C00011,kegg:C00001,kegg:C00179
Signaling by FGFR1 mutants	Reactome	kegg:C04637,chebi:65138,chebi:63453,kegg:D05029,kegg:C00925,kegg:C00044,kegg:C00002,kegg:C00035,chebi:63451,kegg:C00008,chebi:63449,kegg:C05981,chebi:63448
Osteopontin-mediated events	PID	kegg:C00008,kegg:D06270,kegg:C00044,kegg:C00002,kegg:C00035,kegg:D03341
Signaling by FGFR4 mutants	Reactome	kegg:C04637,kegg:C00008,kegg:C00925,kegg:C00044,kegg:D05338,kegg:C00002,kegg:C00035,kegg:C05981,chebi:63448
EPO signaling	INOH	kegg:D03231,kegg:D03651
Activation of BH3-only proteins	Reactome	kegg:C00008,kegg:C00009,kegg:C00002,kegg:C00001
chondroitin sulfate degradation (metazoa)	HumanCyc	kegg:C04452,pubchem-compound:7098663,kegg:C01971,kegg:C08350,kegg:C00252,kegg:C00119,kegg:C00243,kegg:C00394,chebi:48204,pubchem-compound:52940189,pubchem-compound:18302,kegg:C00043,kegg:C00190,kegg:C01507,chebi:42090,kegg:C01019,pubchem-compound:11882235,kegg:C01594,chebi:75970,chebi:13172,kegg:C00842,kegg:C11476,kegg:C00080,kegg:C00275,chebi:320055,chebi:61952,pubchem-compound:52940123,kegg:C06464,kegg:C20328,kegg:C00103,chebi:47014,kegg:C00936,kegg:C00089,pubchem-compound:448702,kegg:C08240,kegg:C01083,kegg:C00199,kegg:C00503,kegg:C01835,kegg:C01904,kegg:C04053,kegg:C00267,kegg:C02713,chebi:42758,kegg:C00312,kegg:C00167,chebi:57259,kegg:D04455,pubchem-compound:52940180,kegg:C00577,pubchem-compound:45479219,kegg:C04256,chebi:46983,kegg:C01508,kegg:C01936,kegg:C03878,kegg:C13050,chebi:67138,kegg:C00118,kegg:C10906,kegg:C01697,kegg:C00279,chebi:41112,kegg:C05897,kegg:C00518,chebi:61770,kegg:C00301,kegg:C01613,kegg:C00059,chebi:58658,kegg:C00116,pubchem-compound:11877134,kegg:C05402,kegg:C05382,chebi:58705,kegg:C01170,kegg:C00962,kegg:C00446,kegg:C00620,kegg:C02096,kegg:C02280,kegg:C02052,kegg:C00663,chebi:37675,kegg:C18060,kegg:C01394,kegg:C00231,kegg:C00636,kegg:C00001,chebi:57273,pubchem-compound:72200063,kegg:C00221,kegg:C00984,pubchem-compound:52940192,kegg:C00052,kegg:C00310,kegg:C00532,kegg:C02591,kegg:C00121,kegg:C08250,kegg:C00668,pubchem-compound:44123525,kegg:C11907,kegg:C02076,kegg:C01201,chebi:28772,kegg:C02336,chebi:76596,kegg:C06422,kegg:C05403,kegg:C00354,kegg:C00897,kegg:C00379,chebi:45425,kegg:C02209,kegg:C03736,kegg:C05021,chebi:57579,kegg:C00181,kegg:C01132,kegg:C01172,kegg:C16538,kegg:C00096,kegg:C00128,kegg:C00333,kegg:C02475,kegg:C00029,kegg:C00794,kegg:C16639,kegg:C01222,chebi:57634,kegg:C16884,kegg:D04456,pubchem-compound:25244216,kegg:C16245,kegg:C00492,chebi:71404
