SET_ID	Metabolites	Pathways
SET_352	Arachidonic_acid;arginine;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C40:6_PS	KEGG:Amoebiasis - Homo sapiens (human)
SET_353	Arachidonic_acid;arginine;citrulline	Wikipathways:Endothelin Pathways
SET_354	Arachidonic_acid;glutamate_HILIC-pos	INOH:Prostaglandin Leukotriene metabolism
SET_355	Arachidonic_acid;glutamate_HILIC-pos;glycine	Reactome:Synthesis of Leukotrienes (LT) and Eoxins (EX)
SET_356	C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:0_PE;C32:1_PC;C32:2_PC;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_PC;C34:4_PC;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PC;C36:3_PE;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:9_PC	Reactome:Acyl chain remodeling of CL
SET_357	C14:0_LPC_C8-pos;C14:0_LPC_HILIC-pos;C16:0_LPC;C16:1_LPC_C8-pos;C16:1_LPC_HILIC-pos;C16:1_LPC_plasmalogen;C18:0_LPC_C8-pos;C18:0_LPC_HILIC-pos;C18:0_LPC_isomer;C18:1_LPC_C8-pos;C18:1_LPC_HILIC-pos;C18:1_LPC_isomer;C18:1_LPC_plasmalogen;C18:1_LPC_plasmalogen_isomer;C18:2_LPC_C8-pos;C18:2_LPC_HILIC-pos;C18:2_LPC_isomer;C20:3_LPC;C20:4_LPC_C8-pos;C20:4_LPC_HILIC-pos;C20:5_LPC;C22:6_LPC_C8-pos;C22:6_LPC_HILIC-pos;C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC	Reactome:Acyl chain remodelling of PC
SET_358	C16:0_Ceramide_(d18:1);C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C20:0_SM;C22:0_Ceramide_(d18:1);C22:0_SM;C22:1_SM;C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C24:1_SM	BioCarta:ceramide signaling pathway
SET_359	C16:0_Ceramide_(d18:1);C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C20:0_SM;C22:0_Ceramide_(d18:1);C22:0_SM;C22:1_SM;C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C24:1_SM;phosphocholine	Reactome:Ceramide signalling
SET_360	C16:0_Ceramide_(d18:1);C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C20:0_SM;C22:0_Ceramide_(d18:1);C22:0_SM;C22:1_SM;C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C24:1_SM;phosphoethanolamine;serine;Sphinganine;Sphingosine_1-Phosphate;sphingosine_C8-pos;sphingosine_HILIC-pos	Wikipathways:Sphingolipid Metabolism|KEGG:Sphingolipid metabolism - Homo sapiens (human)
SET_361	C16:0_Ceramide_(d18:1);C22:0_Ceramide_(d18:1);C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1)	BioCarta:inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages|BioCarta:fas signaling pathway (cd95)|Wikipathways:FAS pathway and Stress induction of HSP regulation|BioCarta:regulation of bad phosphorylation
SET_362	C16:0_Ceramide_(d18:1);C22:0_Ceramide_(d18:1);C24:0_Ceramide_(d18:1);C24:1_Ceramide_(d18:1);C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4	KEGG:Neurotrophin signaling pathway - Homo sapiens (human)|KEGG:Adipocytokine signaling pathway - Homo sapiens (human)
SET_363	C16:0_SM_C8-pos;C16:0_SM_HILIC-pos;C18:0_SM_C8-pos;C18:0_SM_HILIC-pos;C18:1_SM_C8-pos;C18:1_SM_HILIC-pos;C20:0_SM;C22:0_SM;C22:1_SM;C24:1_SM;GDP;Sphingosine_1-Phosphate;sphingosine_C8-pos;sphingosine_HILIC-pos	BioCarta:phospholipids as signalling intermediaries
SET_364	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4	KEGG:Steroid biosynthesis - Homo sapiens (human)|Reactome:Scavenging of heme from plasma
SET_365	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4	KEGG:Fat digestion and absorption - Homo sapiens (human)|Reactome:Chylomicron-mediated lipid transport
SET_366	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;Chenodeoxycholate;Cholate;Glycochenodeoxycholate;Glycocholate;glycocholate;Palmitic_acid;Taurochenodeoxycholate	Reactome:Digestion of dietary lipid
SET_367	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;Cholate	Wikipathways:Statin Pathway
SET_368	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C32:0_DAG;C32:0_DAG_+NH4;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:2_DAG;C34:2_DAG_+NH4;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:2_DAG;C36:2_DAG_+NH4;C36:3_DAG;C36:3_DAG_+NH4;C36:4_DAG;C36:4_DAG_+NH4;C38:4_DAG;C38:4_DAG_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;Linoleic_acid;Oleic_acid;Palmitic_acid;Stearic_acid	Reactome:Retinoid metabolism and transport
SET_369	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C40:6_PS;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4	Reactome:Scavenging by Class B Receptors|Reactome:Scavenging by Class H Receptors
SET_370	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C40:6_PS;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4;fucose	Reactome:Scavenging by Class A Receptors|Reactome:Binding and Uptake of Ligands by Scavenger Receptors|Wikipathways:Binding and Uptake of Ligands by Scavenger Receptors
SET_371	C16:1_CE;C16:1_CE_+NH4;C18:0_CE;C18:0_CE_+NH4;C18:3_CE;C18:3_CE_+NH4;C20:3_CE;C20:3_CE_+NH4;C20:4_CE;C20:4_CE_+NH4;C20:5_CE;C20:5_CE_+NH4;C22:4_CE;C22:4_CE_+NH4;C22:6_CE;C22:6_CE_+NH4;C48:1_TAG;C48:1_TAG_+NH4;C48:2_TAG;C48:2_TAG_+NH4;C50:0_TAG;C50:0_TAG_+NH4;C50:1_TAG;C50:1_TAG_+NH4;C50:2_TAG;C50:2_TAG_+NH4;C50:3_TAG;C50:3_TAG_+NH4;C50:4_TAG;C50:4_TAG_+NH4;C51:2_TAG;C51:2_TAG_+NH4;C52:0_TAG;C52:0_TAG_+NH4;C52:1_TAG;C52:1_TAG_+NH4;C52:2_TAG;C52:2_TAG_+NH4;C52:3_TAG;C52:3_TAG_+NH4;C52:4_TAG;C52:4_TAG_+NH4;C52:5_TAG;C52:6_TAG;C52:6_TAG_+NH4;C54:1_TAG;C54:1_TAG_+NH4;C54:2_TAG;C54:2_TAG_+NH4;C54:3_TAG;C54:3_TAG_+NH4;C54:4_TAG;C54:4_TAG_+NH4;C54:5_TAG;C54:6_TAG;C54:7_TAG;C54:7_TAG_+NH4;C56:1_TAG;C56:1_TAG_+NH4;C56:2_TAG;C56:2_TAG_+NH4;C56:3_TAG;C56:3_TAG_+NH4;C56:4_TAG;C56:4_TAG_+NH4;C56:5_TAG;C56:5_TAG_+NH4;C56:6_TAG;C56:6_TAG_+NH4;C56:7_TAG;C56:7_TAG_+NH4;C56:8_TAG;C56:8_TAG_+NH4;C56:9_TAG;C56:9_TAG_+NH4;C58:10_TAG;C58:10_TAG_+NH4;C58:6_TAG;C58:6_TAG_+NH4;C58:7_TAG;C58:7_TAG_+NH4;C58:8_TAG;C58:8_TAG_+NH4;C58:9_TAG;C58:9_TAG_+NH4;C60:12_TAG;C60:12_TAG_+NH4	Reactome:Scavenging by Class F Receptors|Reactome:LDL-mediated lipid transport
SET_372	C16_carnitine;C2_carnitine;carnitine	HumanCyc:mitochondrial L-carnitine shuttle
SET_373	C16_carnitine;Palmitic_acid	KEGG:Fatty acid degradation - Homo sapiens (human)
SET_374	C16_carnitine;carnitine;Palmitic_acid	EHMN:Saturated fatty acids beta-oxidation
SET_375	C2_carnitine;C3_carnitine	Reactome:Beta-oxidation of pristanoyl-CoA
SET_376	C30:0_PC;C30:1_PC;C32:0_PC;C32:0_PE;C32:1_PC;C32:2_PC;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_PC;C34:4_PC;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PC;C36:3_PE;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:6_PS;C40:9_PC;choline;serine	Reactome:Synthesis of PS
SET_377	C30:0_PC;C30:1_PC;C32:0_PC;C32:0_PE;C32:1_PC;C32:2_PC;C34:0_PC;C34:0_PE;C34:1_PC;C34:2_PC;C34:2_PE;C34:2_PE_plasmalogen;C34:3_PC;C34:4_PC;C36:0_PC;C36:0_PE;C36:1_PC;C36:1_PE;C36:1_PE_plasmalogen;C36:2_PC;C36:2_PE;C36:2_PE_plasmalogen;C36:3_PC;C36:3_PE;C36:4_PC-A;C36:4_PC-B;C36:4_PE;C38:2_PC;C38:2_PE;C38:3_PC;C38:4_PC;C38:4_PE;C38:5_PE;C38:6_PC;C38:6_PE;C40:10_PC;C40:6_PC;C40:6_PE;C40:9_PC;choline;phosphocholine;phosphoethanolamine	Wikipathways:Phospholipid biosynthesis
SET_378	C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC	BioCarta:multi-drug resistance factors|Reactome:PI and PC transport between ER and Golgi membranes|KEGG:alpha-Linolenic acid metabolism - Homo sapiens (human)|BioCarta:ras signaling pathway
SET_379	C30:0_PC;C30:1_PC;C32:0_PC;C32:1_PC;C32:2_PC;C34:0_PC;C34:1_PC;C34:2_PC;C34:3_PC;C34:4_PC;C36:0_PC;C36:1_PC;C36:2_PC;C36:3_PC;C36:4_PC-A;C36:4_PC-B;C38:2_PC;C38:3_PC;C38:4_PC;C38:6_PC;C40:10_PC;C40:6_PC;C40:9_PC;choline;GDP	PID:Fc-epsilon receptor I signaling in mast cells
SET_380	C32:0_DAG;C32:0_DAG_+NH4;C32:0_PE;C32:1_DAG;C32:1_DAG_+NH4;C32:2_DAG;C34:0_DAG;C34:0_DAG_+NH4;C34:0_PE;C34:2_DAG;C34:2_DAG_+NH4;C34:2_PE;C34:2_PE_plasmalogen;C34:3_DAG;C34:3_DAG_+NH4;C36:0_DAG;C36:0_DAG_+NH4;C36:0_PE;C36:1_PE;C36:1_PE_plasmalogen;C36:2_DAG;C36:2_DAG_+NH4;C36:2_PE;C36:2_PE_plasmalogen;C36:3_DAG;C36:3_DAG_+NH4;C36:3_PE;C36:4_DAG;C36:4_DAG_+NH4;C36:4_PE;C38:2_PE;C38:4_DAG;C38:4_DAG_+NH4;C38:4_PE;C38:5_PE;C38:6_PE;C40:6_PE	EHMN:Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
